公众号,链接,标题,错误类型,错误信息,记录时间
MindCode,https://mp.weixin.qq.com/s?__biz=MzAxNTYwMzcyNw==&tempkey=MTM3MF9tREJoTCtqN2xESFlrMmQ4VDJ2UGpiNGs0OTRnUEJsTGY2MHJwZFRvdGlETnpkdmpZcEN3amM4NjNJRGZ1NTl4T3hablpMWEQzX09kNjZtNnFWVXpRV3QzYTBnY2tScU9lSHowZVM4amljTkhSUHBZSHNHOHBjSzVSWHBXMDlYYXpUcWxKNFowMXBSRUNsMG5MOUlXckZsdFFNYnlfV2lxdWNaWkpRfn4%3D&chksm=9b80c8e7acf741f1dd271930c18ad5f571b44ab13c603b7d6a4666e8696a4881985bf54e7ae7,Wake Up(唤醒你的心)，MindCode企图心俱乐部 · 线上训练营2026-No.1,解析异常,未提取日期,2026-04-16 21:21:07
MindCode,https://mp.weixin.qq.com/s?__biz=MzAxNTYwMzcyNw==&tempkey=MTM3MF9YMTdHWW80WkZkR25tODE3VDJ2UGpiNGs0OTRnUEJsTGY2MHJwZFRvdGlETnpkdmpZcEN3amM4NjNJQjdBZVQ4SzZncnd2N2M1NXpfQWJWQ013eFVXd3VXakdVY3p0WlRIeEFmSVFxenRSOTc0Z3p3V1AtenhXN3ctMlB3SzU3SkpDREZsRmxTU2JzdWpVSnR2S0ZjN3czVW1ZU0otdXBCMGZzcHhBfn4%3D&chksm=9b80c884acf741925e1934d03ae78eadf6e2aed12bb8892f993594ae09b554f23c5e8ab5aec2,什么？心识宇宙（Mindverse）收购了马卡龙（Macaron AI）？不会吧！,解析异常,未提取日期,2026-04-16 21:21:07
MindCode,https://mp.weixin.qq.com/s?__biz=MzAxNTYwMzcyNw==&tempkey=MTM3MF9tZGlkZXdTQ1gwUzRWSjVNVDJ2UGpiNGs0OTRnUEJsTGY2MHJwZFRvdGlETnpkdmpZcEN3amM4NjNJQTBkTEZkRndYNm1vX3VNazBpOG9zREZPd2NYSnd4M3pmOEJFdlRfdlhfV2lmSHBGMHdUaE1NQ013OWNnWTdMeUoySnYxb25uWWlKWHdPRWl0OGRfZEdQTU1GZjFtalBZVU02TWxndUQtdzZBfn4%3D&chksm=9b80c886acf74190b2492e6f10b2b053c72fa525a93b7be1573d3627f3e6bf937b07c0366897,也许…仅仅是也许，你并不是真的需要用Clawdbot，你也不是真的觉得它必须搭配Mac mini，你只是觉得终于找到了一个买Mac mini的理由罢了。[旺柴][旺柴],解析异常,未提取日期,2026-04-16 21:21:07
白鲸出海,https://mp.weixin.qq.com/s?__biz=MzA3NTQ4NjczNw==&tempkey=MTM3MF8xdmlXQzJFQkpteHJkYjIzSkJyeXV2NTRsZi1YUEdKeFlPZDZQNVVWSF8yOXd2U0ZKeFc4RVhqNEFZc21VLXpOejBaZGJwUUZGcm9ycWFyT3RkQy03Q0hyb1FlRS1rTmxYcmRnSjMwZnpGZFhDaDduemxVcnY0ZzE5V0EzbmlMWXhVbHJiS0hPdU85TzFZT1Z2ZUVpMlBidlZDSy1IUTBiVGt6ejJRfn4%3D&chksm=87657f9ab012f68cb47a386ecbd952fec34929d1d43bf0b6fe5a467e1d7bf02bcf8ccf19a445,Discord已秘密递交IPO申请，外媒称国内相关部门对Manus收购交易启动审查｜一句话看出海新鲜事,解析异常,未提取日期,2026-04-16 21:34:36
白鲸出海,https://mp.weixin.qq.com/s/Yd0RERPCnqqqZIAMHxNPYA,深圳公司靠透明手机壳年入过亿，30美金一个卖爆海外,解析异常,未提取日期,2026-04-16 21:34:36
极客公园,https://mp.weixin.qq.com/s?__biz=MTMwNDMwODQ0MQ==&tempkey=MTM3MF9GUzg3bXlGSVVwSlpUUFUrZDdmU0c3LXhJeFZOTklRcXFrbEdXZnZyS2tDQ1ZkTDRwX0Q4dldtTlFKc29odEhGN3ZRS0Vray1kSVFKYjRzSmZIUGxwWHR4bFJpNHB0UXFqaUt6N0NuUTdpdDNNTDFNM01LdEJFSFZ6SmR3c2Ztb1h0VzNkZGhxTzdPRXd5UEFORjlqdTE1LTQ3cVVmdXV3MmdXRWZnfn4%3D&chksm=7e5670804921f9962daaf6e4f02695f228c4b415471cee2c1719ce94f6455bda8accea789371,OpenAI 开放最强编程模型；李斌：新年加大投入推动 AI 全业务链落地；「死了么」App 下架国区苹果商店｜极客早知道,解析异常,未提取日期,2026-04-16 21:40:07
极客公园,https://mp.weixin.qq.com/s?__biz=MTMwNDMwODQ0MQ==&tempkey=MTM3MF9YS1cyQS9UOFplM3dkSDFCZDdmU0c3LXhJeFZOTklRcXFrbEdXZnZyS2tDQ1ZkTDRwX0Q4dldtTlFKdVV6OFZyQkx2cl9wcVB3ajFWMlFNV0Q0TTUxNm5aR3lEaHR4QkE3X3lUMmRfeUVlLTA3MEhadGJ2WTV0RldQSWxmdEJCelVOd1hZRE4yMW8wUk96TVZ3bHQ2Tzlkam95R0dMcGVVWFdMZV9Rfn4%3D&chksm=7e5672ea4921fbfc86c298520c08b2d2adf26d3abe3a306ed19912cd1d5e2b97e08b7edf48dc,Claude 推出跨应用交互功能，支持 Figma 等；马化腾谈腾讯 AI 战略：点评千问、豆包手机；阿里发布新一代千问旗舰推理模型 | 极客早知道,解析异常,未提取日期,2026-04-16 21:40:07
极客公园,https://mp.weixin.qq.com/s?__biz=MTMwNDMwODQ0MQ==&tempkey=MTM3MF84aFBkT3RUMnBFZUpvdmtxZDdmU0c3LXhJeFZOTklRcXFrbEdXZnZyS2tDQ1ZkTDRwX0Q4dldtTlFKdWJQR05LSTd1TGRGcmxVT2c3WEhINTJpbFhJeUM1VktOeUpzQ0VXQ2JHWVpGWXpWaE1FQXoxaUwwTUlfYTZiOS1ZbzUxaXBYYTJsV3ZiazVNZExiZFAzdlE3U09FbHRnSVNiV1ZaRVhNX1NRfn4%3D&chksm=7e5672eb4921fbfda2e7335d123091ea19e627ecb2582fb6039d0b2e71e2d0a53385431b347f,Claude 推出跨应用交互功能，支持 Figma 等；马化腾谈腾讯 AI 战略：点评千问、豆包手机；阿里发布新一代千问旗舰推理模型 | 极客早知道,解析异常,未提取日期,2026-04-16 21:40:07
极客公园,https://mp.weixin.qq.com/s?__biz=MTMwNDMwODQ0MQ==&tempkey=MTM3MF9OZWNKTVR6WUplWlN0MFVUZDdmU0c3LXhJeFZOTklRcXFrbEdXZnZyS2tDQ1ZkTDRwX0Q4dldtTlFKdXNpNmlqbk9qcHp0d1dVc0lGWmNNTVB5ZE0xMnBEeHp6MkNCcFZwX1QxUlhybXhodkFmUUJvXy1Qbi1uUGdMVURpcHNjd29adWRKWXNTcXpvNUVhcWJhSTlqWlZ6WEVxazRXQ19jTTBHbk1Bfn4%3D&chksm=7e5672e84921fbfe9e66c90fefda72a2768921292390ef912b596966b8e13bc62b831386f382,Claude 推出跨应用交互功能，支持 Figma 等；马化腾谈腾讯 AI 战略；阿里发布新一代千问旗舰推理模型 | 极客早知道,解析异常,未提取日期,2026-04-16 21:40:07
极客公园,https://mp.weixin.qq.com/s?__biz=MTMwNDMwODQ0MQ==&tempkey=MTM3MF9vaXdyYnc1S1RiRS8yOEVzZDdmU0c3LXhJeFZOTklRcXFrbEdXZnZyS2tDQ1ZkTDRwX0Q4dldtTlFKc0NtcWcwZ3FGa3lJWlN4bGpVckt3djVXd3p1c1RDbWZGUy1OeU9GMjJTczhYQXlFdUxVVXJ2dEpnMWt3QmU5SmJWUG9Lb1VyRHN5VDBaWk8xd3k5dWhnU0ktVFNsZVRBZC1nVnBySlFRZWJnfn4%3D&chksm=7e56727a4921fb6c556e0d1a709b7a15ab7aff9d77e601cce38e7bcf6c17e41e6b73d49d7c4c,曝黄仁勋访华取得成果，首批 H200 芯片订单获批；马斯克：特斯拉 Model S 和 X 即将停产；阿里云上线 Clawdbot 全套云服务｜极客早知道,解析异常,未提取日期,2026-04-16 21:40:07
极客公园,https://mp.weixin.qq.com/s?__biz=MTMwNDMwODQ0MQ==&tempkey=MTM3MF96cWJjSGNHTTZWSHhVREVyZDdmU0c3LXhJeFZOTklRcXFrbEdXZnZyS2tDQ1ZkTDRwX0Q4dldtTlFKdm9VcjhVeWhyOTBPd051aTdQMTFTLWFZbTM1Vm1Yd3JUZkZ3aTdic1pYT1V1eTZJUG1QaU13V1Z5VlctbUxMS3NWb2c4V0NqWHdyWEdYdm5vZ2NabFRBYlhKdm5MbndsODlzM1RPbG11S3pRfn4%3D&chksm=7e56727b4921fb6d7ef5e192a089ba737a6ef6437e11bc57e8b8a66da913dd00160800c958c5,曝黄仁勋访华取得成果，首批 H200 芯片订单获批；马斯克：特斯拉 Model S 和 X 即将停产；阿里云上线 Clawdbot 全套云服务｜极客早知道,解析异常,未提取日期,2026-04-16 21:40:07
赛博禅心,https://mp.weixin.qq.com/s?__biz=MzkzNDQxOTU2MQ==&tempkey=MTM3MF9WMnVQMVU2M2NQL2kwWjlmTm1GVE1QRVVFSVRUSU10TlNFZi1hOExHZy02UU5vMGZVUzNZNzJwUDBIa1M2MDBFSVppTjhmWVRKX1ZYc21DRXlXcXpKdTc2SFJyWnN2dlVNenVoOGsyallBaXhqUzhYbm1pRTB0YkN2elZibm85a09qUTZ3UXNRcEZBaFoySmhzTVFpNTN1N01VbF91RXR6b3l2WnRRfn4%3D&chksm=c2bf6629f5c8ef3f531cabcadf12b88212433e0eba103b29debd2df6c90325e9c3bd679fcb7e,新的一年，祝大家大橘大利（声音，来自大橘子）,解析异常,未提取日期,2026-04-16 21:46:30
赛博禅心,https://mp.weixin.qq.com/s?__biz=MzkzNDQxOTU2MQ==&tempkey=MTM3MF9nemFZTzhyL21XWlNWOHVTTm1GVE1QRVVFSVRUSU10TlNFZi1hOExHZy02UU5vMGZVUzNZNzJwUDBIbFNiSGxQQ2Z2YkhQYjNRRWJhUHRsTFhvUWI5ME12RjJ6RmFDaUJqcDJqNXkyY2ZLR2hRQUVaSk9NQ3l4bFdOOGpLSHVZVE1jR3M1UHZHdzVvYjB2YkpXa0NRLXo1RTRfSDhqNlB5N2dxdW53fn4%3D&chksm=c2bf614af5c8e85cc7a53cc01a5b47d53d5415995ca3156eb65008e0736db7663de35068e8b4,今天在 AGI Bar，与智谱核心研发面对面,解析异常,未提取日期,2026-04-16 21:46:30
赛博禅心,https://mp.weixin.qq.com/s?__biz=MzkzNDQxOTU2MQ==&tempkey=MTM3MF96Umw5d0VRRjZ1bjVUeG1nTm1GVE1QRVVFSVRUSU10TlNFZi1hOExHZy02UU5vMGZVUzNZNzJwUDBIbWpNTTJMNEtvYy1BeXQ0S3JzZ0VPZUFILWFIS0l3elJDLVNmdFJPVVplWkZvVmgyQ2lNaGVoZVlscmpBVXA5Q3oxS1ZhcUx1OUpmWERyMG5SQXhkZUZuM2xGa0JIZ01lUkVOZnpySTBqNlRnfn4%3D&chksm=c2bf609bf5c8e98d9a42b79cec5cac1599580aff1ccc4948ca735518c1cc30b018188c071acb,OpenAI 内部报告：DeepSeek 发布后的一年,解析异常,未提取日期,2026-04-16 21:46:30
赛博禅心,https://mp.weixin.qq.com/s?__biz=MzkzNDQxOTU2MQ==&tempkey=MTM3MF9HTngwdUsxNlpBUkdvQmg4Tm1GVE1QRVVFSVRUSU10TlNFZi1hOExHZy02UU5vMGZVUzNZNzJwUDBIa01QMjFzV1ZFZ09CRDBKQnpFRnQ0Z0dwUGEyMDZkX01mdDVDTzZzN1VWd2pHLTlCcXE0c3k0TzNVN3lwLTFEaGR1ckJnbUxHU3ZNWVFqcXdSNkhWMENGTTZXeTd1ODN1djdvTXpQbmJFZEtBfn4%3D&chksm=c2bf633ff5c8ea29c7a3663843281f2aae38cc4b4956830aee825f3e6a416da3c20705cda6b8,克林顿的竞选操盘手，在 OpenAI 写了份「美国中期选举」攻略,解析异常,未提取日期,2026-04-16 21:46:30
赛博禅心,https://mp.weixin.qq.com/s?__biz=MzkzNDQxOTU2MQ==&tempkey=MTM3MF9UTFFXSDFpanpTRjVkNlJKTm1GVE1QRVVFSVRUSU10TlNFZi1hOExHZy02UU5vMGZVUzNZNzJwUDBIbktsWHhTU0dQaUNXVDE1OTJUTVpNdUxsWWktS2l5RF9HLWNua013c3Q4bHpNX1NxeUp5b3J0Q2tldnlIVXNUVmc4dUVYalVGZDVXTEtlZElyekdqbUZjS1NvNGd6amNSX3ppN1pWcXdlenRBfn4%3D&chksm=c2bf6385f5c8ea93df8e033be9f7a7da7c7a94af5b1f61cc402b02cbfbd64355f827b0caf762,微信 AI 新功能，正在灰度,解析异常,未提取日期,2026-04-16 21:46:30
赛博禅心,https://mp.weixin.qq.com/s?__biz=MzkzNDQxOTU2MQ==&tempkey=MTM3MF9VVHN1SWVvSDNwZzFTTHhETm1GVE1QRVVFSVRUSU10TlNFZi1hOExHZy02UU5vMGZVUzNZNzJwUDBIbVdFVUI2VFJmWHpjQ1FCQVdlT0QtNFVPZzNxUlpGTV94ejlUN0NMSXBiNWlKOXNVQkxNY2xIVTd0b3gyeXN3eTFidVZtSFAxSUhNaWdaclhxa1c1bGg1SUgwZzFncEN3UFlWa3VQYjUyQjVnfn4%3D&chksm=c2bf63acf5c8eaba19566749abd979fc47fc2921f956b9306825b695d6c61183286dfecf9b24,印奇，正式掌舵阶跃,解析异常,未提取日期,2026-04-16 21:46:30
赛博禅心,https://mp.weixin.qq.com/s?__biz=MzkzNDQxOTU2MQ==&tempkey=MTM3MF96K2dRVU9BLzRGcUd0aWE5Tm1GVE1QRVVFSVRUSU10TlNFZi1hOExHZy02UU5vMGZVUzNZNzJwUDBIblFKQXhhcE5DN3pQWm5tLVRJMmx6U0cxRlpOdnB2Ykt0alR5Y0FmNDFwLVFmd1hkX2JuOVRGYlR6VXZ3RURIcGxNZ1F3S2l3M1Faak1FU2xCN0tiY0RadDhXUTFnVkxWZm5WMXIyNzlwZWNBfn4%3D&chksm=c2bf63a8f5c8eabea610119d9dfbf0f25f800f82b3466eab5a407e1693ae0155ff81c4d2f37a,印奇，正式掌舵阶跃,解析异常,未提取日期,2026-04-16 21:46:30
赛博禅心,https://mp.weixin.qq.com/s?__biz=MzkzNDQxOTU2MQ==&tempkey=MTM3MF9QVTlQczFyclFicnhEbVA1Tm1GVE1QRVVFSVRUSU10TlNFZi1hOExHZy02UU5vMGZVUzNZNzJwUDBIbGVtcUgyVEUxajdaLWtNN2FRMXJwcW1sU0l4R2E2X29kY3I0WGRDV1pXcW1NSjhXeWhBVDF5Z0x1cEZQSmhvMFB2UTlhRjJGNmJMVU45a3BVZS1vVEVYeERiWUxnVzNzV2gydzY0ZXhMbENBfn4%3D&chksm=c2bf63b7f5c8eaa1438134902828c2cc3a80975e8578037b1785ba3f11bcaada70c3bf19bdf9,印奇，掌舵【阶跃星辰】，并带来了 50 个亿,解析异常,未提取日期,2026-04-16 21:46:30
深思圈,https://mp.weixin.qq.com/s?__biz=Mzg3NDc2MjQxMg==&tempkey=MTM3MF83QnAyNXBMbm9XWGZ6M0tLYzlFS0JXMHlMc1ZzT2RGbnNoaTFwS3lvc0RqdENlellhVDVUNkNsbC1VMl9ZMTFYTnBOOFc5QkRMWHZmZXptdTB1NlhKUy1uYjB6T1N6U0xqaDB3Ym9XSEd4WFMzc1VJWnl0b2d3NVRwMURXaGdKcXJJdnplOXR2UU41SUIwMm5Rd3lUSzViNmFGTW44Q2pBS3BfS3R3fn4%3D&chksm=cec97f18f9bef60e93186673751e8dd1a0676bc8061f3e858bc71e00808ca4d57e37b5c887a1,岗位名称也能成为壁垒？谁先给AI岗位起个好名字，谁就赢了人才争夺战,解析异常,未提取日期,2026-04-16 21:49:20
王吉伟,https://mp.weixin.qq.com/s?__biz=MzA5NjMzODEwNQ==&tempkey=MTM3MF9JaU8rUHE5THplR01yWHZsb2RYcjU5S3luNkNtLUVEV0VSUXJoUmZmLW1EUXd5N3JUT0oySnhqei1sYXJ6QlJrcW9DQ1NxWEt3SUh5amNzS0Q1TW45QUJYbnE0ZldtRjJvaEtSWWxMc1Azd0kyWTNZbk5RTWlWYVBDZWNCUm4zSDRuVUZUNEdOWGgySVVwdTMyaVUxbWlSck1Za0xEV3JzYlBVOHBBfn4%3D&chksm=88b9eac8bfce63de4e49241f149bebc707bcc07227ed7d0fa5186e71e2c43c22b38343417fa0,年薪98w！全体数字化从业者的新方向，工资高前景好！,解析异常,未提取日期,2026-04-16 21:52:47
王吉伟,https://mp.weixin.qq.com/s/0ltEWAZBXR4ds_lufxgHgg,数字化的招聘市场已经疯掉了,解析异常,未提取日期,2026-04-16 21:52:47
量子位,https://mp.weixin.qq.com/s/q-Ulq6VirT6Do3samXjyZA,3090张标注图表，让3B小模型在图表评估领域超越GPT-5,解析异常,未提取日期,2026-04-16 22:05:25
量子位,https://mp.weixin.qq.com/s/zuGHf-U-uH7C4HrA7AWLUg,AI编程真面目：完整项目通过率仅27% | 上交大新基准,解析异常,未提取日期,2026-04-16 22:05:25
DeepTech深科技,https://mp.weixin.qq.com/s?__biz=MzA3NTIyODUzNA==&tempkey=MTM3MF9uVDhLM3FWeEFFcmRMKzI5VlNXOVJpeVhwZWFoZlBLVURFYm5VNjNYcU14QkZaZUpZS3Rad05mWXNlMzhkZFF1M1RFV1R1cFhHQmtjTUZMRUpmb3FQdGJtNS1zWFZ2ZUY1bUI4R0RXZkxBcjlDUjJndGRubkEzMEJCblJrck4wcGhFLVYwNkJJSWo5aktna0ZvSzU4SEQ1OWQyaTFsd3pETkVqVFZBfn4%3D&chksm=87778319b0000a0f1d80cd6d4c5f8f1798a439fcab4213cc170a2a768de01e12a4ba8fe6da0f,四分之一物理系面临关门，经费大幅削减：英国基础物理或迎来最严重危机,解析异常,未提取日期,2026-04-16 22:21:20
DeepTech深科技,https://mp.weixin.qq.com/s?__biz=MzA3NTIyODUzNA==&tempkey=MTM3MF9Qc1JWYXRHUkx1OTc3UHFTVlNXOVJpeVhwZWFoZlBLVURFYm5VNjNYcU14QkZaZUpZS3Rad05mWXNlM1pxWXA1aWNUN3JCNmtla0VReEFqdHRaVC1ya3B3a0NpSE5LTTBxTDItLXNvUUNpYmUyc01TemtIUFFkR09OU3AtX1Q1X0MtMmViUHl6RFN6M0x2eXN3R0ZyMDBYQ1JWdGREcG1mZ25DYlZnfn4%3D&chksm=87778319b0000a0f27fe6290df338d21f3cb791752cdf0062cd9cbbfed434912c4febe9a946c,未处理的视频数据终于有用了，前谷歌团队创办公司，把闲置视频变成结构化数据,解析异常,未提取日期,2026-04-16 22:21:20
DeepTech深科技,https://mp.weixin.qq.com/s?__biz=MzA3NTIyODUzNA==&tempkey=MTM3MF9tM1BSSTYzd1dUL1grOHh1VlNXOVJpeVhwZWFoZlBLVURFYm5VNjNYcU14QkZaZUpZS3Rad05mWXNlM1V1NjVmQ0xEbUd2eHNGQlNlMkVSNnZQa1I2cDllOTdkOHkwYThIV2ZCS3hsTjEwcWhITjZXOHNRR2FTdm5ieFVuYjRwdXhSSE9jT0NoVGpvTTAyOWRoNDBxNHZSU1V4OVE3bzlMQld2dWRBfn4%3D&chksm=87778327b0000a31a903822ddd08517e68dbe8966c5cd8fcdaca4d55f59429b26dbd6bbe6393,高海拔更能抑癌？UCSF团队证实，全身低氧可成为癌症辅助治疗新手段,解析异常,未提取日期,2026-04-16 22:21:20
DeepTech深科技,https://mp.weixin.qq.com/s?__biz=MzA3NTIyODUzNA==&tempkey=MTM3MF9Dd2hPZG4vRSs2OU1yeWdjVlNXOVJpeVhwZWFoZlBLVURFYm5VNjNYcU14QkZaZUpZS3Rad05mWXNlMGNRajFaaVZzVFdSczBDMHBKZ2JlNGMwWVNobGhzY3ZDRjA2Q19jd2VUZ21TaFU5MTVWem1MODQxeVZRWXg0N1NSajZjaGZUZEJjTFNSVlFpTkpWZlVxTFBFb28tbmZJeFREUXhmWjhncTlBfn4%3D&chksm=87778327b0000a31fc8c893df667f27779c7b4f035cede50153b9964c9da38e014ee38fffa3c,未处理的视频数据终于有用了，前谷歌团队创办公司，把闲置视频变成结构化数据,解析异常,未提取日期,2026-04-16 22:21:20
DeepTech深科技,https://mp.weixin.qq.com/s?__biz=MzA3NTIyODUzNA==&tempkey=MTM3MF92MlpXaHFyN1pub2dINmhMVlNXOVJpeVhwZWFoZlBLVURFYm5VNjNYcU14QkZaZUpZS3Rad05mWXNlMlV4eUVrQjNYRlBSd2FiRzJxNlFwLUR4VnRKbTBOQVg3bDR3b3Etc2tQYldYRWhwVGtIWURZUVBWTmdWblFGN0gwNFk3YmJwNUFqeXA1WElyQkxEeURVZTNyTFlSajZ2aUwwbHE4N0ZPV3Znfn4%3D&chksm=877783efb0000af9569a25d1560849d90c4e06dd355d7af4a98b8e5314bd6b90c67993b4e250,除夕重磅！千问开源Qwen3.5，3970亿参数性能超万亿模型，最大吞吐量提升至19倍,解析异常,未提取日期,2026-04-16 22:21:20
DeepTech深科技,https://mp.weixin.qq.com/s?__biz=MzA3NTIyODUzNA==&tempkey=MTM3MF9LMUlNNmIxYjFJSmRFWW16VlNXOVJpeVhwZWFoZlBLVURFYm5VNjNYcU14QkZaZUpZS3Rad05mWXNlM200R0l6SXBDcGsxamQtRGNMTDduWUpGazFGUnNCWHZkMW1pcnA0NEYxcWFtNUdmdEkteElUZ19ma281V0hxZk41RTNlNFlsU3VTbHBTYkVHd3EtOERsdm85Z2tha25OZjc4TGViOFQ4cnJBfn4%3D&chksm=877783efb0000af960293939d0dfb2c7cef8bcc793ead1ab749d89d96fab19f871779bf3a702,35岁的你，心脏可能已经45岁了：科学家试图揭开你的真实生物年龄,解析异常,未提取日期,2026-04-16 22:21:20
MindCode,https://mp.weixin.qq.com/s?__biz=MzAxNTYwMzcyNw==&tempkey=MTM3MF9sTDNwNktOajdYTThER2p0VDJ2UGpiNGs0OTRnUEJsTGY2MHJwZFRvdGlETnpkdmpZcEN3amM4NjNJRDItNWZ6bnh2YVVfQXRYSE1yVXRuWEl0QURDTTlDQTM0ZTNCRHp1YndqUmNGMC1FUWpHVXFQYUlLQU5qVzdmMTh1dTEwYVFCS2RTRml4a2wycjJLZVNoNmVlNzJ2X0dOZmdRT3ZlbHh0WDVBfn4%3D&chksm=9b80cb7facf74269ef66ab2cc993edda6625c16c38b45d2f1a744585a8614353ad4d28edba43,这两天seedance2.0让不少人兴奋,解析异常,未提取日期,2026-04-16 22:28:56
Z Potentials,https://mp.weixin.qq.com/s/qiyXeyV0ik_ulxmsx0f2ww,Z Tech｜ICLR 2026字节发布：从短句到篇章，DiscoX为长文翻译提供评测新范式,解析异常,未提取日期,2026-04-16 22:30:48
极客公园,https://mp.weixin.qq.com/s?__biz=MTMwNDMwODQ0MQ==&tempkey=MTM3MF83WE9teEt6Ri80Q2lNZ1NQZDdmU0c3LXhJeFZOTklRcXFrbEdXZnZyS2tDQ1ZkTDRwX0Q4dldtTlFKdEZ1OEJtSEdJOGIzSlRDWDNZRTRBdU9jQzhacWhWakVNU01FMEtYcmlicHRlQldJOGlhWkpNa0xicXZSTGRtWkhZS09GYTVsRkREMnZ2MTloWHRYeFRZV1lCbGZQUDdnUkd1UmxRbEpuVXJ3fn4%3D&chksm=7e5669c94921e0df911019cc0d018bec6f48f005a71169fcb072af2663af7b8b55e99bf3e269,微软AI CEO：大多数白领工作将在18个月内被AI取代；美国电影协会指控 Seedance2.0 侵权；曝苹果正在测试翻盖式折叠 iPhone | 极客早知道,解析异常,未提取日期,2026-04-16 22:40:01
极客公园,https://mp.weixin.qq.com/s?__biz=MTMwNDMwODQ0MQ==&tempkey=MTM3MF8zWit1Q2RVeVlkMmswQ09LZDdmU0c3LXhJeFZOTklRcXFrbEdXYnJIbGE5dGpqTEx2SnBnOEVqUlo1Y2xaNnA4dEdWZk5yb3QydHdrOFpRRU1kVTA1ZkRGbTVoM1FHYzB4Vk83YUdIV2xtREtEd1ZqOXphZDNLNk9jTmZJdUUwOXdzamctOWxfakh1QUFjQ0hiLV9iVzZLQjFtTF9TUURYYzIzWDhnfn4%3D&chksm=7e56658c4921ec9a5fba2d53c9b74c01d7d357faf6425db748e265fca14402cb2e7f2f03a3ca,雷军：新 SU7 车门内置机械结构；OpenAI 官宣 1100 亿美元融资；阿里或将推 AI 眼镜、指环｜极客早知道,解析异常,未提取日期,2026-04-16 22:40:01
郎瀚威 Will,https://mp.weixin.qq.com/s?__biz=MzIwNjM2NjQyNg==&tempkey=MTM3MF9CQnpZZDNOYlJMcHUvaG9taE5TYTdUWW5pUjY5RjRCNGJxYW9YVThDYmFUeDZzLWNaLU92OVB4OXhZNW1jWHo5eVAzeGhubzU0eDZ5eFJKT25pNzhRd0lFSUc1eE1wLUJ4RVVEN1RDVUpEOVRpeE42dXJKUjIybjNQMGtOSERpN2MtcS1QN21VcHVSMnljX21zOXF3Z1ZNR1UtN0xjeE9yWlpUV1NBfn4%3D&chksm=97201478a0579d6e970ab07eb6df3f28c4da336c9792e4d67995d5cb3b1df653f96ef4d16b5e,不懂代码反而是优势——为什么控制欲强的人用不好AI,解析异常,未提取日期,2026-04-16 22:44:12
赛博禅心,https://mp.weixin.qq.com/s/3gpGhkRe8u0UyMOtPngXUw,感谢一路陪伴，然后...AGI Bar 上央视了,解析异常,未提取日期,2026-04-16 22:46:16
赛博禅心,https://mp.weixin.qq.com/s?__biz=MzkzNDQxOTU2MQ==&tempkey=MTM3MF9kMTlqTmJ1QXlRWCttY3NDTm1GVE1QRVVFSVRUSU10TlNFZi1hOExHZy02UU5vMGZVUzNZNzJwUDBIazJ4VEJBTTRyR1ZsV0ZSdXVicmFPc0pBN1dEeVpRY0J6Vm5WSWdzbU5kSHNURDQ0U0lzYUF4UWZuM2d5eWNJSFplb1lMNERjQUsySTlLSmtnRG9kYUVBbjlVY0U0VVN0ZjRRaGc4UXlzQzRnfn4%3D&chksm=c2bf7f47f5c8f65167e002fba450758610f32d91bad4e39d7786f481688bd92aa42886f51de6,今日最佳：微信封了元宝链接,解析异常,未提取日期,2026-04-16 22:46:16
赛博禅心,https://mp.weixin.qq.com/s?__biz=MzkzNDQxOTU2MQ==&tempkey=MTM3MF82cXQ3RDUxMnFOcDlPRWpnTm1GVE1QRVVFSVRUSU10TlNFZi1hOExHZy02UU5vMGZVUzNZNzJwUDBIbU9HZ2RDYnZCVzQyUWpCRllLYlRIemp4aUZGWjRMNXR2M3ZxLTFUOUdJZnRKZEppSE5COFpzYjdzb0NNS2NtT3Jsbm5QRmtRYkxEMjdqbE5jV0NvMzhwbUZvV2QtM25KZVlVV29zWmc2R2dRfn4%3D&chksm=c2bf7e22f5c8f73496bcb36f6562a0bd4f296e06493c791654fc2ff3b7721c254d85b16ac2de,【进来投票】Opus 级模型：「Pony」小马匿名上线，是...马...斯克家的？,解析异常,未提取日期,2026-04-16 22:46:16
赛博禅心,https://mp.weixin.qq.com/s?__biz=MzkzNDQxOTU2MQ==&tempkey=MTM3MF8wNXNhSG1xYzJkL1ZGcmd1Tm1GVE1QRVVFSVRUSU10TlNFZi1hOExHZy02UU5vMGZVUzNZNzJwUDBIbEVmQXcwRExCTE5Qb0YxOVRJdEdNcHRVUlpSX0ZXY0I5OTJTMjZHRENsZXYwMWR5SmhZUmU4MGlyTlFCN095d1ZZUGRLbm44clY4LXdxVlZGWjB6ZEhDV2JEZTFHdTlEMmdKQlA0RVJwMjlBfn4%3D&chksm=c2bf7972f5c8f06480f2373034b56b9c607e3f6d6319917cc17f746250a399aeefea5fd031bf,Claude Sonnet 4.6 发布,解析异常,未提取日期,2026-04-16 22:46:16
