标题,日期,星期,链接,来源,标记,消息序号,记录时间
Atom Capital：OpenClaw带来了哪些机会，窗口期还有多久？,20260305,周四,https://mp.weixin.qq.com/s/DaGTN80Il50xc47hR8736Q,微信-Atom Capital,Pin,2032,2026-03-20 01:01:21
黄仁勋：AI 热闹过后，什么人更值钱,20260320,周五,https://mp.weixin.qq.com/s/DG-JjsFStrJBA6d_8_bwkA,微信-AI 深度研究员,,2087,2026-03-20 16:12:48
我尝试做一个会自己长大的 AI,20260320,周五,https://mp.weixin.qq.com/s/fJUpoTzR3pLSVD2V-T1ZKw,微信-MarvinFang,,2098,2026-03-21 01:19:07
OpenClaw爆火，Computer Use Agent爆发,20260310,周二,https://mp.weixin.qq.com/s/AA0H_i_1Qnz2wC5tp2VQzg,微信-王吉伟,,2133,2026-03-22 01:18:57
OpenClaw+Obsidian+CC｜才是AI时代知识管理的神（20 分钟装好全套）,20260227,周五,https://mp.weixin.qq.com/s/EMahAzgfAbRQrYukWE7_IQ,微信-摸鱼小李,,2174,2026-03-22 12:21:53
数据饥荒时代：AI吃光了地球上的数据,20260322,周日,https://mp.weixin.qq.com/s/9un1RX8M5wZMybKEHDXnkA,微信-勇说数智,,2198,2026-03-22 23:51:23
实测微信不止可以接龙虾，还能接cc、做推送（附教程）,20260322,周日,https://mp.weixin.qq.com/s/rtDKe0voB7klUtyj81IDAA,微信-AI产品普洱,,2217,2026-03-23 01:19:00
预测一下小龙虾（OpenClaw）的未来,20260323,周一,https://mp.weixin.qq.com/s/DB9txx4w06K5m_pQhU5RGQ,微信-勇说数智,,2235,2026-03-23 14:32:31
疯狂安利！LibTV发布，我和我的AI龙虾终于能一起当导演了!,20260318,周三,https://mp.weixin.qq.com/s/BO3NHLCDE20roMCKHjM5yw,微信-AI变革,,2256,2026-03-23 20:07:15
来看看微信Clawbot催生出了多少离谱的项目吧,20260323,周一,https://mp.weixin.qq.com/s/Gx2uweRBEgo_MuAb-m3HCQ,微信-卡尔的AI沃茨,,2291,2026-03-24 01:19:40
实测内容Agent Ribbi，我真没想到虾还能这样玩,20260324,周二,https://mp.weixin.qq.com/s/-Xb9lovdRSqOjOQw-9lpXQ,微信-卡尔的AI沃茨,,2334,2026-03-25 01:28:25
实测内容Agent Ribbi，我真没想到虾还能这样玩,20260324,周二,https://mp.weixin.qq.com/s/-Xb9lovdRSqOjOQw-9lpXQ,微信-卡尔的AI沃茨,,2344,2026-03-25 15:08:43
2026 OPC + AI 漫剧：一个人、一套工具、一个角色，撬动下一个 IP 时代,20260322,周日,https://mp.weixin.qq.com/s/RAEB0BqwxMWIX5AmGfVDKQ,微信-老许的OPC超级个体之路,,2393,2026-03-26 19:34:27
我和Agent合作新开了家龙虾玩偶店，跨国营业中！,20260325,周三,https://mp.weixin.qq.com/s/je0Wu_fReaADflN29HicJw,微信-卡尔的AI沃茨,,2397,2026-03-26 19:34:27
为了让Agent理解上下文，这个团队选择自己重写架构,20260326,周四,https://mp.weixin.qq.com/s/08rZsbL2KzpwbkiBc1gxjw,微信-卡尔的AI沃茨,,2451,2026-03-28 12:47:57
后AI时代，真的是AI给我们发救济吗？,20260326,周四,https://mp.weixin.qq.com/s/-d5X0gL3fK0s4-ijNZSv6Q,微信-勇说数智,,2468,2026-03-28 12:47:57
OpenAI关停Sora：四层原因，和一个所有AI视频工具都面对的问题,20260326,周四,https://mp.weixin.qq.com/s/bM3cIIzCje2hiQcne1XryQ,微信-降临派手记,,2497,2026-03-28 12:47:57
LibTV Star Video2.0最强视频模型实测:AI短剧/电影/商业广告全解锁,20260325,周三,https://mp.weixin.qq.com/s/p--ix3hUd8sT_X4_5kWTDA,微信-AI变革,,2526,2026-03-28 12:47:57
ArkClaw 能力全解读：养好龙虾还是在于生态,20260327,周五,https://mp.weixin.qq.com/s/CAjIopfwABPreBTL7uKnKw,微信-火山引擎Agent社区,,2538,2026-03-28 12:47:57
AI科学家登上Nature！独立完成科研论文并通过同行评审,20260327,周五,https://mp.weixin.qq.com/s/N7lvytaR2iZD4azem1DJ7w,微信-算泥,,2542,2026-03-28 12:47:57
下一代GUI范式，图形界面实时生成！Google正在重塑网页浏览体验,20260328,周六,https://mp.weixin.qq.com/s/pNWPOdTYLuPeQusItRphnA,微信-算泥,,2543,2026-03-28 12:47:57
不是 VS Code 加 AI：Cursor为什么要fork整个编辑器 | AI编程 03,20260327,周五,https://mp.weixin.qq.com/s/OIzAcv87c-9fiIBwIJ6ttA,微信-降临派手记,,2559,2026-03-29 08:04:31
"Skill 创作手记：我花24小时解构聊天记录，让8个Agent告诉我""我是谁""",20260213,周五,https://mp.weixin.qq.com/s/FbrgkYRqjk8TinloxAsIxw,微信-Lulu的会客厅,,2590,2026-03-29 13:19:38
MiniMax Token Plan：全球首个支持全模态模型的订阅计划,20260323,周一,https://mp.weixin.qq.com/s/o4KGGgtp32vRMecOYCbVmA,微信-MiniMax 稀宇科技,,2596,2026-03-29 13:19:38
《基于AI推理的患者-临床试验匹配系统》,20260330,周一,https://mp.weixin.qq.com/s/c29KmKSc_xAVIzmJBtm1bQ,微信-数字医疗,,2663,2026-03-30 16:25:53
降维打击！豆包AI语音输入法PC版来了，微信颤抖，Typeless慌了？,20260329,周日,https://mp.weixin.qq.com/s/XbMdqkbQ2koeksc_dhPsrA,微信-AIGC创意猎人,,2684,2026-03-30 20:01:43
只提升清晰度已经不够用了，AI生图质感差距的秘诀就在打光,20260330,周一,https://mp.weixin.qq.com/s/iTQZiLL-35IFDtfxWMrnpw,微信-卡尔的AI沃茨,,2700,2026-03-30 20:01:43
龙虾掀起的 AI 执行革命，为什么必须由硬件来承接？,20260327,周五,https://mp.weixin.qq.com/s/NtpxQZXV06IZqHWdIQkFPA,微信-爱冲浪社区,,2701,2026-03-30 22:05:53
龙虾掀起的 AI 执行革命，为什么必须由硬件来承接？,20260327,周五,https://mp.weixin.qq.com/s/NtpxQZXV06IZqHWdIQkFPA,微信-爱冲浪社区,,2703,2026-03-30 22:05:53
Atom Capital：OpenClaw带来了哪些机会，窗口期还有多久？,20260305,周四,https://mp.weixin.qq.com/s/DaGTN80Il50xc47hR8736Q,微信-Atom Capital,,2706,2026-03-30 22:05:53
今天，腾讯免费安装OpenClaw,20260306,周五,https://mp.weixin.qq.com/s/JQnf6hlQpHTTpXNepnSNVQ,微信-腾讯云,,2706,2026-03-30 22:05:53
AI 仿真人短剧，核心根本不是 Seedance ！,20260307,周六,https://mp.weixin.qq.com/s/Oz2j8n3cpe2ejsP9NPq-QQ,微信-羊羊AI视频,,2706,2026-03-30 22:05:53
企业微信正式接入 OpenClaw｜手把手教程,20260309,周一,https://mp.weixin.qq.com/s/y7JEG-inGA57nwlJk9k8KQ,微信-赛博禅心,,2706,2026-03-30 22:05:53
,,,https://mp.weixin.qq.com/s/V6kC0F2KHH8BJR4olnfNRQ,微信X失效,,2706,2026-03-30 22:05:53
,,,https://mp.weixin.qq.com/s/Q7tGFiGwoIHLmO1ZcdubKQ),微信X失效,,2706,2026-03-30 22:05:53
人均产能翻百倍！我们团队用AI疯狂“量产”了300+款产品,20260314,周六,https://mp.weixin.qq.com/s/38kpfKcMu0g03SPDADNVQA,微信-SuperAI编程,,2706,2026-03-30 22:05:53
4月1日，AI漫剧正式进入持证上岗时代.,20260316,周一,https://mp.weixin.qq.com/s/JPg_teZArvRVDyhqWsLGdg,微信-西堂AI创业笔记,,2706,2026-03-30 22:05:53
,,,https://mp.weixin.qq.com/s/5vvWRB2SCEeeyhixSNnw8w,微信X失效,,2706,2026-03-30 22:05:53
微信入口升级，QClaw开始放量了,20260318,周三,https://mp.weixin.qq.com/s/627mVhea97gkVdgyk4fwVg,微信-见实,,2706,2026-03-30 22:05:53
OpenClaw避坑指南：先装这10个Skills，再谈生产力,20260305,周四,https://mp.weixin.qq.com/s/S_6GweaJ1KmNbaP84QJSZQ,微信-开发者阿橙,,2706,2026-03-30 22:05:53
通透！吃透龙虾 OpenClaw：新手避坑，老手进阶,20260320,周五,https://mp.weixin.qq.com/s/pRWTrdfD2WhgKlTmnaqpiQ,微信-AI产品榜,,2706,2026-03-30 22:05:53
OpenAI帝国濒临崩盘，奥特曼急招3500人反击！Claude抢走70%新单,20260322,周日,https://mp.weixin.qq.com/s/DKiegAF2J6SsueFEh1PJ7g,微信-新智元,,2706,2026-03-30 22:05:53
8.25倍完成率，悄悄进化的龙虾诞生！丢掉外挂记忆库，每次报错都在变强,20260323,周一,https://mp.weixin.qq.com/s/qkuph6LOA9dOK28-DY6Mrw,微信-算泥,,2706,2026-03-30 22:05:53
「AI炼金术」任鑫：OpenClaw打开的AI产品新思路,20260325,周三,https://mp.weixin.qq.com/s/nFN0gSnyheU5Qfo65bNlnA,微信-超声波,,2706,2026-03-30 22:05:53
平均每天烧掉1500万美元，爆火的Sora“猝死”，存活仅25个月！团队员工不知情，前一晚还在和迪士尼开会,20260325,周三,https://mp.weixin.qq.com/s/v_rIZTKzZjwlwcoALhwQ4g,微信-每日经济新闻,,2706,2026-03-30 22:05:53
OpenAI关停Sora：四层原因，和一个所有AI视频工具都面对的问题,20260326,周四,https://mp.weixin.qq.com/s/bM3cIIzCje2hiQcne1XryQ,微信-降临派手记,,2706,2026-03-30 22:05:53
2026 AI Agent黑客松现场：我看到了未来10年的影子,20260329,周日,https://mp.weixin.qq.com/s/jx7NtoIJ_wVRXnKJ6OjsnA,微信-Ai辉,,2706,2026-03-30 22:05:53
,,,https://t.zsxq.com/syOK9,星球-AI产品经理大本营,,2706,2026-03-30 22:05:53
,,,https://t.zsxq.com/ODWMZ,星球-AI产品经理大本营,,2706,2026-03-30 22:05:53
,,,https://t.zsxq.com/oG0eM,星球-AI产品经理大本营,,2706,2026-03-30 22:05:53
,,,https://t.zsxq.com/1lC2a,星球-AI产品经理大本营,,2706,2026-03-30 22:05:53
,,,https://t.zsxq.com/jJfVF,星球-AI产品经理大本营,,2706,2026-03-30 22:05:53
,,,https://t.zsxq.com/vGkBe,星球-AI产品经理大本营,,2706,2026-03-30 22:05:53
,,,http://xhslink.com/o/9KPLHJFtWg1,APP-小红书,,2706,2026-03-30 22:05:53
,,,http://xhslink.com/a/hlCWvHjzJjxcb,APP-小红书,,2706,2026-03-30 22:05:53
,,,https://www.xiaohongshu.com/discovery/item/69aae69c0000000026030277?app_platform=ios&app_version=9.20&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB9hkMArM6hNju2COX7o2mQ6T4lU6DridRfP63OlWoyRo=&author_share=1&xhsshare=WeixinSession&shareRedId=N0o0RkRKOz42NzUyOTgwNjc1OTk0Skc9&apptime=1772809219&share_id=c7cb74ad1c854d65b218139bbed5c34d#pushState,APP-小红书,,2706,2026-03-30 22:05:53
,,,http://xhslink.com/o/4P09FiBepzE,APP-小红书,,2706,2026-03-30 22:05:53
,,,https://www.xiaohongshu.com/discovery/item/69a918f7000000001503285b?app_platform=android&ignoreEngage=true&app_version=9.19.5&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CBfEFpb6VR7PuctfnwVz8Yu32r_jLh58PDJEas8IiOGzw%3D&author_share=1&xhsshare=&shareRedId=NztEMDhGRkFHPjpFQj02R0s4Pjs6ODg-&apptime=1772690752&share_id=a9cdbecd902e479187059a5871b70299&share_channel=wechat#pushState,APP-小红书,,2706,2026-03-30 22:05:53
,,,https://www.xiaohongshu.com/discovery/item/69aaca700000000026032407?app_platform=ios&app_version=8.97&share_from_user_hidden=true&xsec_source=app_share&type=video&xsec_token=CBssI9Lpw06CGJn4ye0Cam7alPjr4aF_8QROpWV8sWLrM=&author_share=1&xhsshare=WeixinSession&shareRedId=ODg3Mjk2O0s2NzUyOTgwNjczOTdKR0w8&apptime=1772831264&share_id=020b76f372644d7b8c7f4d27a7a136cb#pushState,APP-小红书,,2706,2026-03-30 22:05:53
,,,https://www.xiaohongshu.com/discovery/item/69b40d770000000020039d8d?app_platform=android&ignoreEngage=true&app_version=9.19.4&share_from_user_hidden=true&xsec_source=app_share&type=normal&noteAttributes=goods&xsec_token=CBYxgp4RFITvFjzb4kq2_9YkglFWOb1Dc-yIREPUECJ-k%3D&author_share=1&back_chain_id=goods_note_share&xhsshare=&shareRedId=ODdIOUY2Ozk2NzUyOTgwNjczOTdKSDc8&apptime=1773484837&share_id=b5cfb3385aa046c883c41f2d4d175071&share_channel=wechat#pushState,APP-小红书,,2706,2026-03-30 22:05:53
,,,http://xhslink.com/o/8QtwVJje3rD,APP-小红书,,2706,2026-03-30 22:05:53
,,,https://www.xiaohongshu.com/discovery/item/69bf84ae000000001f0069b4?app_platform=android&ignoreEngage=true&app_version=9.19.4&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB07oHBUW1z9EQGdOxd_mtea8SdAVLOGOhFopmnCWzz78%3D&author_share=1&xhsshare=&shareRedId=ODdIOUY2Ozk2NzUyOTgwNjczOTdKSDc8&apptime=1774174476&share_id=2a5cc6e1da754a429b3dacef3991cc0d&share_channel=wechat,APP-小红书,,2706,2026-03-30 22:05:53
今日头条,,,https://m.toutiao.com/article/7613342588384412195/,头条OT,,2706,2026-03-30 22:05:53
安志萍：大模型赋能体检报告智能生成,,,https://www.hit180.com/77729.html,,,2706,2026-03-30 22:05:53
《AI行业2025年度总结补充篇（V4不等了版）》_哔哩哔哩_bilibili,,,https://b23.tv/9zTq8x9,APP-哔哩哔哩,,2706,2026-03-30 22:05:53
【开箱】小米miclaw隐藏玩法？我家被AI占领了..._哔哩哔哩_bilibili,,,https://b23.tv/nhMHXS2,APP-哔哩哔哩,,2706,2026-03-30 22:05:53
全网搞龙虾，龙虾是否被吹捧过度了？ - 链上深度分析 - ChainThink链智库,,,https://chainthink.cn/zh-CN/article/110077903370031110?uid=1932036327095364111,,,2706,2026-03-30 22:05:53
YZi Labs ：229 笔投资、95 个上币安 - 链上深度分析 - ChainThink链智库,,,https://chainthink.cn/zh-CN/article/108033879050129442?uid=1932036327095364111,,,2706,2026-03-30 22:05:53
玩转OpenClaw｜云上OpenClaw接入元宝-腾讯云开发者社区-腾讯云,,,https://cloud.tencent.com/developer/article/2639249,,,2706,2026-03-30 22:05:53
Master chief和元宝的对话,,,https://yb.tencent.com/s/0QMugZvxSWFc?source=0,,,2706,2026-03-30 22:05:53
Master chief和元宝的对话,,,https://yb.tencent.com/s/qoFeIBYCVVIm?source=0,,,2706,2026-03-30 22:05:53
,,,https://m.weibo.cn/status/5274383649604844,App-微博,,2706,2026-03-30 22:05:53
,,,https://weibo.com/7442601366/5274383649604844,App-微博,,2706,2026-03-30 22:05:53
腾讯没有开放微信，但它给 Agent 开了一个官方入口,20260321,周六,https://yage.ai/share/tencent-wechat-agent-entry-20260321.html,,,2706,2026-03-30 22:05:53
,,,https://zhuanlan.zhihu.com/p/2019462991532282238,APP-知乎,,2706,2026-03-30 22:05:53
我国对国内成品油价格采取临时调控措施 减轻下游用户负担_手机同花顺财经,,,https://m.10jqka.com.cn/20260323/c675476487.shtml?fontzoom=no&client_userid=bVyLW&share_hxapp=gsc&share_action=webpage_share.community-list-default&back_source=wxhy&share_cnt=2,,,2706,2026-03-30 22:05:53
,,,https://special.huxiu.com/xsxx/2026Q1_outdoor/,,,2706,2026-03-30 22:05:53
,,,https://special.huxiu.com/xsxx/2026Q1_ai/,,,2706,2026-03-30 22:05:53
【飞行社】在OpenClaw中调用coze工作流，不要让做好的工作流吃灰~,,,https://www.feishu.cn/community/prompts?id=7616623437972344006,,,2706,2026-03-30 22:05:53
龙虾掀起的 AI 执行革命，为什么必须由硬件来承接？,20260327,周五,https://mp.weixin.qq.com/s/NtpxQZXV06IZqHWdIQkFPA,微信-爱冲浪社区,,2701,2026-03-30 22:47:52
龙虾掀起的 AI 执行革命，为什么必须由硬件来承接？,20260327,周五,https://mp.weixin.qq.com/s/NtpxQZXV06IZqHWdIQkFPA,微信-爱冲浪社区,,2703,2026-03-30 22:47:52
使用龙虾感悟（一）：强者愈强，庸者愈庸,20260330,周一,https://mp.weixin.qq.com/s/MOYu6oAGpTkZ9_kMYUSEQQ,微信-数智转型架构师,,2704,2026-03-30 22:47:52
Atom Capital：OpenClaw带来了哪些机会，窗口期还有多久？,20260305,周四,https://mp.weixin.qq.com/s/DaGTN80Il50xc47hR8736Q,微信-Atom Capital,,2710,2026-03-30 22:47:52
今天，腾讯免费安装OpenClaw,20260306,周五,https://mp.weixin.qq.com/s/JQnf6hlQpHTTpXNepnSNVQ,微信-腾讯云,,2710,2026-03-30 22:47:52
AI 仿真人短剧，核心根本不是 Seedance ！,20260307,周六,https://mp.weixin.qq.com/s/Oz2j8n3cpe2ejsP9NPq-QQ,微信-羊羊AI视频,,2710,2026-03-30 22:47:52
企业微信正式接入 OpenClaw｜手把手教程,20260309,周一,https://mp.weixin.qq.com/s/y7JEG-inGA57nwlJk9k8KQ,微信-赛博禅心,,2710,2026-03-30 22:47:52
,,,https://mp.weixin.qq.com/s/V6kC0F2KHH8BJR4olnfNRQ,微信X失效,,2710,2026-03-30 22:47:52
,,,https://mp.weixin.qq.com/s/Q7tGFiGwoIHLmO1ZcdubKQ),微信X失效,,2710,2026-03-30 22:47:52
人均产能翻百倍！我们团队用AI疯狂“量产”了300+款产品,20260314,周六,https://mp.weixin.qq.com/s/38kpfKcMu0g03SPDADNVQA,微信-SuperAI编程,,2710,2026-03-30 22:47:52
4月1日，AI漫剧正式进入持证上岗时代.,20260316,周一,https://mp.weixin.qq.com/s/JPg_teZArvRVDyhqWsLGdg,微信-西堂AI创业笔记,,2710,2026-03-30 22:47:52
,,,https://mp.weixin.qq.com/s/5vvWRB2SCEeeyhixSNnw8w,微信X失效,,2710,2026-03-30 22:47:52
微信入口升级，QClaw开始放量了,20260318,周三,https://mp.weixin.qq.com/s/627mVhea97gkVdgyk4fwVg,微信-见实,,2710,2026-03-30 22:47:52
OpenClaw避坑指南：先装这10个Skills，再谈生产力,20260305,周四,https://mp.weixin.qq.com/s/S_6GweaJ1KmNbaP84QJSZQ,微信-开发者阿橙,,2710,2026-03-30 22:47:52
通透！吃透龙虾 OpenClaw：新手避坑，老手进阶,20260320,周五,https://mp.weixin.qq.com/s/pRWTrdfD2WhgKlTmnaqpiQ,微信-AI产品榜,,2710,2026-03-30 22:47:52
OpenAI帝国濒临崩盘，奥特曼急招3500人反击！Claude抢走70%新单,20260322,周日,https://mp.weixin.qq.com/s/DKiegAF2J6SsueFEh1PJ7g,微信-新智元,,2710,2026-03-30 22:47:52
8.25倍完成率，悄悄进化的龙虾诞生！丢掉外挂记忆库，每次报错都在变强,20260323,周一,https://mp.weixin.qq.com/s/qkuph6LOA9dOK28-DY6Mrw,微信-算泥,,2710,2026-03-30 22:47:52
「AI炼金术」任鑫：OpenClaw打开的AI产品新思路,20260325,周三,https://mp.weixin.qq.com/s/nFN0gSnyheU5Qfo65bNlnA,微信-超声波,,2710,2026-03-30 22:47:52
平均每天烧掉1500万美元，爆火的Sora“猝死”，存活仅25个月！团队员工不知情，前一晚还在和迪士尼开会,20260325,周三,https://mp.weixin.qq.com/s/v_rIZTKzZjwlwcoALhwQ4g,微信-每日经济新闻,,2710,2026-03-30 22:47:52
OpenAI关停Sora：四层原因，和一个所有AI视频工具都面对的问题,20260326,周四,https://mp.weixin.qq.com/s/bM3cIIzCje2hiQcne1XryQ,微信-降临派手记,,2710,2026-03-30 22:47:52
2026 AI Agent黑客松现场：我看到了未来10年的影子,20260329,周日,https://mp.weixin.qq.com/s/jx7NtoIJ_wVRXnKJ6OjsnA,微信-Ai辉,,2710,2026-03-30 22:47:52
,,,https://www.hit180.com/77729.html,Web-HIT专家网,,2714,2026-03-31 00:00:48
《AI行业2025年度总结补充篇（V4不等了版）》,20260309,周一,https://b23.tv/9zTq8x9,APP-哔哩哔哩,,2714,2026-03-31 00:00:48
【开箱】小米miclaw隐藏玩法？我家被AI占领了...,20260310,周二,https://b23.tv/nhMHXS2,APP-哔哩哔哩,,2714,2026-03-31 00:00:48
玩转OpenClaw｜云上OpenClaw接入元宝,20260316,周一,https://cloud.tencent.com/developer/article/2639249,Web_腾讯云开发者社区,,2714,2026-03-31 00:00:48
腾讯没有开放微信，但它给 Agent 开了一个官方入口,20260321,周六,https://yage.ai/share/tencent-wechat-agent-entry-20260321.html,Web_OT,,2714,2026-03-31 00:00:48
在OpenClaw中调用coze工作流，不要让做好的工作流吃灰~,20260313,周五,https://www.feishu.cn/community/prompts?id=7616623437972344006,飞书社区,,2714,2026-03-31 00:00:48
Cursor年收 $20 亿，但 95% 企业AI试点失败了 | AI编程 06,20260330,周一,https://mp.weixin.qq.com/s/IoWtFgtDggRneWgnyPEO2Q,微信-降临派手记,,2712,2026-03-31 00:03:16
安志萍：大模型赋能体检报告智能生成,20260308,周日,https://www.hit180.com/77729.html,Web-HIT专家网,,2714,2026-03-31 00:03:16
《AI行业2025年度总结补充篇（V4不等了版）》,20260309,周一,https://b23.tv/9zTq8x9,APP-哔哩哔哩,,2714,2026-03-31 00:03:16
【开箱】小米miclaw隐藏玩法？我家被AI占领了...,20260310,周二,https://b23.tv/nhMHXS2,APP-哔哩哔哩,,2714,2026-03-31 00:03:16
全网搞龙虾，龙虾是否被吹捧过度了？ - 链上深度分析 - ChainThink链智库,20260310,周二,https://chainthink.cn/zh-CN/article/110077903370031110,Web-ChainThink,,2714,2026-03-31 00:03:16
YZi Labs ：229 笔投资、95 个上币安 - 链上深度分析 - ChainThink链智库,20260304,周三,https://chainthink.cn/zh-CN/article/108033879050129442,Web-ChainThink,,2714,2026-03-31 00:03:16
玩转OpenClaw｜云上OpenClaw接入元宝,20260316,周一,https://cloud.tencent.com/developer/article/2639249,Web_腾讯云开发者社区,,2714,2026-03-31 00:03:16
腾讯没有开放微信，但它给 Agent 开了一个官方入口,20260321,周六,https://yage.ai/share/tencent-wechat-agent-entry-20260321.html,Web_OT,,2714,2026-03-31 00:03:16
我国对国内成品油价格采取临时调控措施 减轻下游用户负担_手机同花顺财经,20260323,周一,https://m.10jqka.com.cn/20260323/c675476487.shtml,APP-同花顺,,2714,2026-03-31 00:03:16
在OpenClaw中调用coze工作流，不要让做好的工作流吃灰~,20260313,周五,https://www.feishu.cn/community/prompts?id=7616623437972344006,飞书社区,,2714,2026-03-31 00:03:16
MCP没死，CLI大兴，Skill通吃，GUI变形,20260331,周二,https://mp.weixin.qq.com/s/yXZotmdItbEV6I8wdDhWqQ,微信-王吉伟,,2736,2026-03-31 20:32:52
AGI不会诞生于一个更大的脑，而会诞生于一套新的秩序,20260331,周二,https://mp.weixin.qq.com/s/0jP5jMxq5luDhL_S9E05QQ,微信-智侣科技,,2749,2026-03-31 20:32:52
实测Pixverse V6新版本，现在AI视频也有自己的蜜雪冰城了,20260331,周二,https://mp.weixin.qq.com/s/Rx9VgloP4CzgAI40rfEO3Q,微信-卡尔的AI沃茨,,2758,2026-03-31 20:32:52
从Claude Code刚泄漏的源码，看当前第一梯队 AI Agent 的工程架构,20260331,周二,https://mp.weixin.qq.com/s/Oryy0MiO9EDbdoDdeo5NLQ,微信-01Founder,,2772,2026-04-01 01:18:54
首发！支付宝支付集成Skill来了,20260331,周二,https://mp.weixin.qq.com/s/_M_kVX1VImS9hsLj1AJicQ,微信-支付宝,,2809,2026-04-02 14:56:13
从会聊天到能做事，Agent的终局是什么？,20260331,周二,https://mp.weixin.qq.com/s/C5AR1yuLRL6h4zHb8IV67Q,微信-AGI接口,,2834,2026-04-02 14:56:13
Seedance 2.0 之后，AI 短剧全民时代来了,20260331,周二,https://mp.weixin.qq.com/s/nC7iUbfZ9RBq0TByVI5Www,微信-羊羊AI视频,,2840,2026-04-02 14:56:13
做AI短剧，最怕这5个坑（附seedance 过真人审核的办法）,20260331,周二,https://mp.weixin.qq.com/s/VlDIHtfVZmsPHB3Cqh16YQ,微信-西羊石AI视频,,2841,2026-04-02 14:56:13
AGI不会诞生于一个更大的脑，而会诞生于一套新的秩序,20260331,周二,https://mp.weixin.qq.com/s/0jP5jMxq5luDhL_S9E05QQ,微信-智侣科技,,2847,2026-04-02 14:56:13
AI 也绕不开三体，高阶网络集体动力学,20260331,周二,https://mp.weixin.qq.com/s/iLbQgbr5jawUJtEoFM2oEQ,微信-清熙,,2848,2026-04-02 14:56:13
Claude Code 的秘密：Claude Code 基于 0331 开源版本的深度调研,20260401,周三,https://mp.weixin.qq.com/s/FyO4-7eINBPlHl5fTp6psQ,微信-手工川,,2900,2026-04-02 14:56:13
张雪机车两连冠创造历史，老板张雪20年前纪录片刷屏，背后上市公司股价大涨，企业估值超10亿,20260331,周二,https://mp.weixin.qq.com/s/kxZStCfmILXSqWQ3tAvvvg,微信-红星新闻,,151,2026-04-02 14:59:42
"张雪机车夺冠前""一个子儿没给""，后给200亩地，浙江国资赚翻了",20260401,周三,https://mp.weixin.qq.com/s/j1xTfCa9LNTq49GVqf2TiA,微信-八卦日日有,,154,2026-04-02 14:59:42
实测ColaOS，我把同事，老板和自己都做成了赛博Skill,20260402,周四,https://mp.weixin.qq.com/s/66InOxzh5N1qDRq04J3zFw,微信-卡尔的AI沃茨,,2915,2026-04-05 00:29:30
Datawhale首次进入全球前30！,20260402,周四,https://mp.weixin.qq.com/s/CT5FhIn8h14aH11WGny-lQ,微信-Datawhale,,2936,2026-04-05 00:29:30
Claude 暴涨 88%，ChatGPT 逼近 10 亿却停了｜2026年3月AI产品榜·应用榜,20260403,周五,https://mp.weixin.qq.com/s/Pnl8KudhxK_7CQX03ok0yA,微信-AI产品榜,,2952,2026-04-05 00:29:30
阿里3天3王炸！全模态、精准控图和智能体编程SOTA，但没开源,20260403,周五,https://mp.weixin.qq.com/s/JcNrmmxLlw5WPIE1pIdgRQ,微信-算泥,,2979,2026-04-05 00:29:30
6B模型超越Nano Banana 2！上海AI实验室让画图模型有了记忆和技能包,20260404,周六,https://mp.weixin.qq.com/s/5fBKzorKeIh-_H7FzN_AvA,微信-算泥,,2987,2026-04-05 00:29:30
Claude AI 全套课程，如何从零开始构建并自动化各种项目！,20260404,周六,https://mp.weixin.qq.com/s/UpqyhE3u4myAvWZCvB2s0w,微信-Datawhale,,2999,2026-04-05 01:53:48
Claude AI 全套课程，如何从零开始构建并自动化各种项目！,20260404,周六,https://mp.weixin.qq.com/s/UpqyhE3u4myAvWZCvB2s0w,微信-Datawhale,,3001,2026-04-05 01:53:48
大数据：美伊战争背后的隐形推手,20260406,周一,https://mp.weixin.qq.com/s/yEhXRqo1avDzSqHKkRetsg,微信-勇说数智,,3041,2026-04-06 21:50:07
万字深解：人形机器人量产决战之年，OpenClaw 如何为 “技术平权” 铺设未来赛道？普通人如何搭上这波万亿红利？,20260331,周二,https://mp.weixin.qq.com/s/1FzHOaxYWiUn0gQV9o8-sA,微信-罗斯谈AI商业,,3046,2026-04-06 21:50:07
Seedance2.0上线TapNow，把AI视频创作门槛彻底干没了,20260405,周日,https://mp.weixin.qq.com/s/8geJRJohJ-qR-yaL1J11_A,微信-AI变革,,3050,2026-04-06 21:50:07
一句话用Seedance2.0直出5分钟漫剧，我决定把工作流全拆开来讲讲,20260407,周二,https://mp.weixin.qq.com/s/0AujXn4iCMRePSHCYaEJpA,微信-卡尔的AI沃茨,,3080,2026-04-07 19:20:18
Claude Code 的秘密：Claude Code 基于 0331 开源版本的深度调研,20260401,周三,https://mp.weixin.qq.com/s/FyO4-7eINBPlHl5fTp6psQ,微信-手工川,,3107,2026-04-07 19:20:18
AutoResearch：AI 驱动的全自动研发范式,20260401,周三,https://mp.weixin.qq.com/s/H4Q1uRdi_SQk_zs9k5sPkA,微信-金融科技实战,,3109,2026-04-07 19:20:18
我也去配置了30万人的AI用户池去调研：AI模拟调研如何重构产品开发范式,20260318,周三,https://mp.weixin.qq.com/s/74zgMOYxL1hX7PHvklJEbg,微信-临界创新,,3134,2026-04-08 12:04:19
